,bill_id,long_title,bill_status
65,17SBN-2170,baby food child care replacement,Pending
66,17SBN-2169,greater development authority,Pending
67,17SBN-2168,international airport authority asset international airport authority authority power international airport,Passed
68,17SBN-2167,wealth generation access utilization genetic,Pending
69,17SBN-2166,commission disability,Pending
70,17SBN-2165,system organ tissue donation right health,Pending
71,17SBN-2164,entrepreneurship small medium small medium,Pending
72,17SBN-2163,petroleum tax internal revenue,Pending
73,17SBN-2162,money overseas disclosure finance connection money transfer strict adherence transfer,Pending
74,17SBN-2161,village city province important cultural property public dominion,Pending
75,17SBN-2160,custody hospital medical clinic funeral parlor morgue similar ground nonpayment hospital medical,Pending
76,17SBN-2159,commission senior council board,Passed
77,17SBN-2158,advisory department trade industry fraud senior,Pending
78,17SBN-2157,senior vision elderly functional visual,Pending
79,17SBN-2156,third day remembrance road traffic,Pending
80,17SBN-2155,legal residency status certain certain,Pending
81,17SBN-2154,special economic zone area villa province authority area,Pending
82,17SBN-2153,study demonstration hepatitis c emergency response,Pending
83,17SBN-2152,grant fee proper development infrastructure,Pending
84,17SBN-2151,quality bottled water,Pending
85,17SBN-2150,palliative hospice care health care system,Pending
86,17SBN-2149,sustainable consumer,Pending
88,17SBN-2147,electoral mandatory fair election,Pending
89,17SBN-2146,safety education curriculum elementary,Pending
90,17SBN-2145,teller,Pending
91,17SBN-2144,importation solid waste,Pending
92,17SBN-2143,computer science curriculum enhanced basic education,Pending
93,17SBN-2142,social pension senior coverage senior,Pending
94,17SBN-2141,measurement system,Pending
95,17SBN-2140,compensation reform,Pending
96,17SBN-2139,commission,Pending
97,17SBN-2138,universal social pension senior old,Pending
98,17SBN-2137,energy regulatory framework electric hybrid establishment electric,Pending
99,17SBN-2136,onetime condonation interest favor qualified local water local water administration,Pending
100,17SBN-2135,full effective implementation enforcement international maritime,Pending
101,17SBN-2134,absolute divorce,Pending
102,17SBN-2133,authority area area,Passed
103,17SBN-2132,consolidated poverty data collection system,Pending
104,17SBN-2131,polytechnic college state college polytechnic state college,Pending
105,17SBN-2130,prison reform restorative justice correctional system,Pending
106,17SBN-2129,franchise development corporation network development corporation business name company franchise install operate maintain radio television,Pending
107,17SBN-2128,hospital coast guard coast guard general hospital,Pending
108,17SBN-2127,gross international internal revenue,Passed
109,17SBN-2126,indication perishable agricultural country origin,Pending
110,17SBN-2125,nutritional awareness nutritional content information food,Pending
111,17SBN-2124,number charter polytechnic university,Pending
112,17SBN-2123,cost business local certain book local,Pending
113,17SBN-2122,credit local certain book local,Pending
114,17SBN-2121,poor,Passed
115,17SBN-2120,economic development authority independent economic agency series,Pending
116,17SBN-2119,rural employment assistance,Pending
117,17SBN-2118,child development,Pending
119,17SBN-2116,professional development,Pending
120,17SBN-2115,special economic zone free port province occidental,Pending
121,17SBN-2114,public private educational appropriate,Pending
122,17SBN-2113,development defense industry strengthening self reliant defense posture defense acquisition undersecretary defense technology research industry development department defense,Pending
123,17SBN-2112,medical insurance income tax fringe benefit tax internal revenue,Pending
124,17SBN-2111,public violation solicitation permit,Pending
125,17SBN-2110,grant professional installation fire alarm detection fire detection prevention long term care,Pending
126,17SBN-2109,intellectual property commission service infringement copyright,Pending
127,17SBN-2108,growth development social poverty poverty reduction social entrepreneurship present,Pending
128,17SBN-2107,internal revenue,Pending
129,17SBN-2106,unified housing urban development home comprehensive shelter,Pending
130,17SBN-2105,regulation organization,Pending
131,17SBN-2104,automatic reversal excise tax fuel tax reform acceleration inclusion train internal revenue,Pending
132,17SBN-2103,industry subsidy research development center province capital,Pending
133,17SBN-2102,foreign,Pending
134,17SBN-2101,business,Pending
135,17SBN-2100,buy build public private purchase utilization,Pending
136,17SBN-2099,creation council welfare senior,Pending
137,17SBN-2098,continuous uninterrupted transmission distribution electricity protection integrity reliability power,Passed
139,17SBN-2096,system organ donation transplantation organ donation right health,Pending
140,17SBN-2095,health coverage treatment breast cancer minimum hospital stay lymph node dissection coverage,Pending
141,17SBN-2094,province component city city,Pending
142,17SBN-2093,professional development,Pending
143,17SBN-2092,local housing first third class approach delivery shelter support informal certain,Pending
144,17SBN-2091,province abaca capital,Pending
145,17SBN-2090,special nonworking holiday city,Pending
146,17SBN-2089,health care resistant,Pending
147,17SBN-2088,establishment testing evaluation strategic performance measurement,Pending
148,17SBN-2087,new building,Pending
149,17SBN-2086,regulation health hospital licensure,Pending
150,17SBN-2085,consumer product safety standard durable infant toddler product,Pending
151,17SBN-2084,medical parole grant,Pending
152,17SBN-2083,health safety garbage collection disaster,Pending
154,17SBN-2081,amnesty rectification birth administrative adoption,Passed
155,17SBN-2080,franchise catholic conference catholic welfare organization install operate maintain radio television,Pending
157,17SBN-2078,retinoblastoma public awareness prevention,Pending
158,17SBN-2077,comprehensive substance educational school,Pending
159,17SBN-2076,treatment technology hazardous clean air,Pending
160,17SBN-2075,special economic zone free port province,Pending
161,17SBN-2074,commission urban poor,Pending
162,17SBN-2073,professional development,Pending
163,17SBN-2072,synchronized local electoral,Pending
164,17SBN-2071,immigration,Pending
165,17SBN-2070,health systemic lupus disease,Pending
166,17SBN-2069,comprehensive nursing towards quality health system nursing,Pending
167,17SBN-2068,public pet food,Pending
168,17SBN-2067,land transportation satellite province,Pending
169,17SBN-2066,district branch land transportation,Pending
170,17SBN-2065,judiciary reorganization,Passed
172,17SBN-2063,strengthening development authority development authority,Passed
173,17SBN-2062,bed capacity mental hospital hundred operation level general ward bed capacity mental wellness general hospital,Passed
174,17SBN-2061,high school,Pending
175,17SBN-2060,new high school annex barangay province high school high school,Pending
176,17SBN-2059,revenue administration collection tax base amnesty unpaid internal revenue taxable prior respect estate tax internal revenue tax border tax evasion,Passed
177,17SBN-2058,day,Pending
178,17SBN-2057,compensation structure system support basic education teacher education assistance,Pending
179,17SBN-2056,equitable transition public utility vehicle modernization transitory assistance,Pending
180,17SBN-2055,bed capacity medical center city professional health care increase medical personnel,Pending
181,17SBN-2054,specialty hospital city province maternity hospital,Pending
182,17SBN-2053,n memorial hospital city fourth district province,Pending
183,17SBN-2052,research development council,Pending
184,17SBN-2051,essential component responsible parenthood,Pending
185,17SBN-2050,substandard establishment center public private country chapter consumer,Pending
187,17SBN-2048,citizenship,Pending
188,17SBN-2047,citizenship,Pending
189,17SBN-2046,province component city city,Pending
190,17SBN-2045,northern community college province state college northern state college,Pending
191,17SBN-2044,imposition fee parking shopping similar business commercial,Pending
192,17SBN-2043,day,Pending
193,17SBN-2042,august h responsible press freedom day,Pending
194,17SBN-2041,province component city city,Pending
195,17SBN-2040,august press freedom day,Pending
196,17SBN-2039,industry interlocal participation,Pending
197,17SBN-2038,penalty public utility,Pending
198,17SBN-2037,polytechnic university polytechnic university,Pending
199,17SBN-2036,charter city,Pending
200,17SBN-2035,franchise franchise radio private telecommunication,Pending
201,17SBN-2034,minimum wage public school personnel,Pending
202,17SBN-2033,arbitration commission compulsory arbitration specific dispute,Pending
203,17SBN-2032,overseas right equal protection money fifth paragraph,Pending
204,17SBN-2031,rank classification police department interior local,Passed
205,17SBN-2030,technical education development authority development institute region,Pending
206,17SBN-2029,comprehensive training,Pending
207,17SBN-2028,access primary education homeless youth,Pending
208,17SBN-2027,new civil,Pending
209,17SBN-2026,minimum age criminal responsibility juvenile justice welfare,Pending
210,17SBN-2025,commission pertinent omnibus election,Pending
211,17SBN-2024,rise development authority,Pending
212,17SBN-2023,special protection armed conflict,Passed
213,17SBN-2022,commission,Pending
214,17SBN-2021,research council department science technology promotion research work scientific,Pending
215,17SBN-2020,new civil legal effect failure formal contract partnership immovable property,Pending
216,17SBN-2019,procedure,Pending
217,17SBN-2018,refund realty installment buyer protection,Pending
218,17SBN-2017,thereby entrepreneurship,Pending
219,17SBN-2016,human capital investment poverty reduction,Pending
220,17SBN-2015,barangay development approach nutrition improvement rural poor linkage state community,Pending
221,17SBN-2014,public violation solicitation permit,Pending
222,17SBN-2013,encouraging volunteerism liability,Pending
223,17SBN-2012,rural employment assistance,Pending
224,17SBN-2011,regulation social welfare development,Pending
225,17SBN-2010,poor,Pending
226,17SBN-2009,system,Pending
227,17SBN-2008,disposal electronic solid waste management,Pending
228,17SBN-2007,partnership people,Pending
229,17SBN-2006,professional development professional development,Pending
230,17SBN-2005,province,Pending
231,17SBN-2004,province,Pending
232,17SBN-2003,related,Pending
233,17SBN-2002,judiciary reorganization,Pending
234,17SBN-2001,jurisdiction criminal commercial special commercial,Pending
235,17SBN-2000,domestic fine therein sole benefit domestic worker labor civil criminal domestic worker,Pending
236,17SBN-1999,farmer trade organic payment registration administrative amnesty previous,Pending
237,17SBN-1998,quantitative import rice quantitative export rice rice competitiveness enhancement,Passed
239,17SBN-1995,electoral campaign election campaign advertisement style,Pending
240,17SBN-1994,department disaster resilience,Pending
241,17SBN-1993,franchise,Pending
242,17SBN-1992,rural employment assistance,Pending
243,17SBN-1991,equitable medium access electoral fair,Pending
244,17SBN-1990,flood research conduct share research flood prevention,Pending
245,17SBN-1989,establishment development institute district province south south training center,Pending
246,17SBN-1988,safety similar flood drainage,Pending
247,17SBN-1987,franchise corporation satellite corporation franchise ground satellite terminal station telecommunication satellite delivery common,Pending
248,17SBN-1986,special working holiday rotary day,Pending
249,17SBN-1985,fair election,Passed
250,17SBN-1984,system state subsidy,Pending
251,17SBN-1983,space development utilization space agency,Passed
252,17SBN-1982,manner constitution,Pending
253,17SBN-1981,free legal assistance indigent chapter book administrative,Pending
254,17SBN-1980,people public return service,Pending
255,17SBN-1979,chapter new internal revenue,Pending
256,17SBN-1978,scope derivative work intellectual property,Pending
257,17SBN-1977,commission indigenous transportation food assistance indigenous cultural attendance,Pending
258,17SBN-1976,coconut authority coconut industry,Pending
259,17SBN-1975,august h responsible press freedom day,Pending
260,17SBN-1974,welfare social assistance overseas,Pending
262,17SBN-1972,citizenship retention reacquisition commonwealth,Pending
263,17SBN-1971,special protection child motor,Passed
264,17SBN-1970,establishment public private nationwide consumer,Pending
265,17SBN-1969,department disaster resilience power,Pending
266,17SBN-1968,bed capacity memorial medical center city service professional health care therein,Passed
267,17SBN-1967,memorial district hospital city province extension hospital regional training hospital capacity fifty hundred fifty p memorial district hospital,Pending
268,17SBN-1966,bed capacity medical center city hundred,Passed
269,17SBN-1965,bed capacity southern medical center city professional health care increase medical personnel,Passed
270,17SBN-1964,hospital city general hospital general hospital capacity,Pending
271,17SBN-1963,central sanitarium city tertiary level hospital capacity general care hundred,Passed
272,17SBN-1962,hospital province fifty capacity district hospital district hospital professional health care increase medical personnel,Pending
273,17SBN-1961,bed capacity tertiary general health care n memorial hospital sanitarium city hundred n memorial hospital sanitarium tertiary general health care,Passed
274,17SBN-1960,bed capacity medical center city service professional health care therein,Pending
275,17SBN-1959,comprehensive nuclear regulation nuclear regulatory commission,Pending
276,17SBN-1958,probable,Pending
277,17SBN-1957,burial overseas flag heraldic,Pending
278,17SBN-1956,certain state people terrorism,Pending
279,17SBN-1955,pregnancy support service department health,Pending
280,17SBN-1954,support public school school personnel student discipline classroom management protection case,Pending
281,17SBN-1953,meaning full labor,Pending
282,17SBN-1952,gender equality family,Pending
283,17SBN-1951,citizenship,Pending
284,17SBN-1950,electricity net share natural gas project payment contract power corporation,Passed
285,17SBN-1949,age consent protection,Pending
286,17SBN-1948,importation plastic system business,Pending
287,17SBN-1947,hospital city general hospital general hospital capacity,Pending
288,17SBN-1946,electoral campaign common campaign staging style designation common poster barangay prohibition publication campaign period,Pending
289,17SBN-1945,insurance,Pending
290,17SBN-1944,teaching disaster awareness disaster mitigation part curriculum primary,Pending
291,17SBN-1943,preliminary certain extrajudicial judicial foreclosure real estate,Pending
292,17SBN-1942,protection legitimate real property fraudulent real estate,Pending
293,17SBN-1941,income tax compensation electoral board local,Pending
294,17SBN-1940,state college province state university state university,Pending
295,17SBN-1939,continuous uninterrupted transmission distribution electricity protection integrity reliability power,Pending
296,17SBN-1938,economic development authority independent economic agency series,Pending
297,17SBN-1937,detention medical similar ground nonpayment hospital medical detention medical ground nonpayment hospital medical,Pending
299,17SBN-1935,special protection armed conflict,Pending
300,17SBN-1934,development authority development authority,Pending
301,17SBN-1933,state college province state university state university,Pending
302,17SBN-1932,fundamental equality men chastity,Pending
303,17SBN-1931,lease asset,Pending
304,17SBN-1930,organic autonomous region cordillera,Pending
305,17SBN-1929,current legislative province legislative,Pending
306,17SBN-1928,framework right food,Pending
307,17SBN-1927,rule imposition interest loan forbearance money,Pending
308,17SBN-1926,day care,Pending
309,17SBN-1925,legal effect mandatory technology transfer intellectual property,Pending
310,17SBN-1924,conduct ethical public,Pending
311,17SBN-1923,autonomous region cordillera arc,Pending
312,17SBN-1922,department disaster risk reduction management,Pending
313,17SBN-1921,procurement reform,Pending
314,17SBN-1920,forest boundary province,Pending
315,17SBN-1919,memorial state college city occidental province occidental state university memorial state university,Pending
316,17SBN-1918,model community barangay province barangay barangay,Pending
317,17SBN-1917,survivorship dependent deceased retired member commission audit civil service commission commission ombudsman parent surviving survivorship legitimate spouse deceased retired member commission audit civil service commission commission ombudsman,Pending
318,17SBN-1916,transfer information science technology countryside excellence,Pending
319,17SBN-1915,genuine culture promote nationalism recognize industry instructional public financial support,Pending
320,17SBN-1914,system prostitution protective support vagrancy,Pending
321,17SBN-1913,coconut authority coconut industry,Pending
322,17SBN-1912,local participation agriculture development ten percent budgetary allocation internal revenue allotment implementation agriculture local,Pending
323,17SBN-1911,certain organic agriculture,Pending
324,17SBN-1910,day special emergency public private sector natural,Pending
325,17SBN-1909,competition construction industry,Pending
326,17SBN-1908,strengthening warehouse receipt legal framework trade commerce related,Pending
327,17SBN-1907,investment commonwealth letter,Pending
328,17SBN-1906,corporate income tax internal revenue therein new,Pending
329,17SBN-1905,pedestrian safety convenience,Pending
330,17SBN-1904,renewable energy credit small solar power,Pending
331,17SBN-1903,pension senior,Pending
332,17SBN-1902,comprehensive hazardous radioactive management,Pending
333,17SBN-1901,witness protection security benefit witness protection security benefit,Pending
334,17SBN-1900,protection welfare practice profession,Pending
335,17SBN-1899,safety acquisition right way infrastructure right way,Pending
336,17SBN-1898,department interior local,Passed
337,17SBN-1897,creation road safety institute center transport,Pending
338,17SBN-1896,universal health care health care system,Passed
339,17SBN-1895,age statutory rape protection,Pending
340,17SBN-1894,child development,Pending
341,17SBN-1893,premature omnibus election,Pending
342,17SBN-1892,practice audiology professional regulatory board audiology education,Pending
343,17SBN-1891,practice medical technology related,Pending
344,17SBN-1890,registration licensure practice quantity related,Pending
345,17SBN-1889,elder abuse,Pending
346,17SBN-1888,teenage social protection teenage,Pending
347,17SBN-1887,mandatory crop insurance coverage small subsidy,Pending
349,17SBN-1885,protection overseas custody,Pending
350,17SBN-1884,support student discipline classroom management personnel public school system,Pending
351,17SBN-1883,disclosure transparency extractive,Pending
352,17SBN-1882,combat duty pay personnel armed current value centum base pay,Pending
353,17SBN-1881,commission senior council board,Pending
354,17SBN-1880,pension senior senior,Pending
355,17SBN-1879,unified jail management system provincial subprovincial city district commission jail management,Pending
356,17SBN-1878,class size public,Pending
357,17SBN-1877,conditional cash transfer,Pending
358,17SBN-1876,local police reform reorganization,Pending
359,17SBN-1875,rank classification police interior local,Pending
360,17SBN-1874,agricultural education training country institutionalization development agricultural entrepreneurship level,Pending
361,17SBN-1873,recovery collection disposal plastic drinking commercial,Pending
362,17SBN-1872,optional retirement age public school sixty old old service insurance system,Pending
363,17SBN-1871,teaching allowance public school,Pending
364,17SBN-1870,support public school school personnel student discipline classroom management protection related,Pending
365,17SBN-1869,rank classification police department interior local,Pending
366,17SBN-1868,campus journalism campus press freedom promotion campus journalism campus press freedom,Pending
367,17SBN-1867,honorarium bonus barangay barangay lump sum gratuity pay equivalent local,Pending
368,17SBN-1866,plastic,Pending
369,17SBN-1865,social pension senior coverage,Pending
370,17SBN-1864,surveillance response notifiable health public health concern prevention suppression dangerous communicable,Pending
371,17SBN-1863,sale purchase possession transportation importation exportation part country,Pending
372,17SBN-1862,seat,Pending
373,17SBN-1861,traffic signal accessible pedestrian,Pending
374,17SBN-1860,mandatory insurance coverage hazard pay medium field,Pending
375,17SBN-1859,bed capacity memorial hospital medical center city professional health care increase medical nonmedical personnel,Pending
376,17SBN-1858,conduct hybrid local manual voting counting precinct level transmission,Pending
377,17SBN-1857,road safety curriculum campaign training,Pending
378,17SBN-1856,monetary reparation loss destruction residential commercial building affected area greater area city siege,Pending
379,17SBN-1855,good manner right conduct character education curriculum elementary level,Pending
380,17SBN-1854,protection board,Pending
381,17SBN-1853,professional development,Pending
382,17SBN-1852,public free access,Pending
383,17SBN-1851,plastic,Pending
384,17SBN-1850,cancer control,Passed
385,17SBN-1849,august special working holiday death,Pending
386,17SBN-1848,special working holiday death,Pending
387,17SBN-1847,special working holiday death,Pending
388,17SBN-1846,special working holiday death francisca,Pending
389,17SBN-1845,special working holiday death,Pending
390,17SBN-1844,baby food replacement least toxic alternative,Pending
391,17SBN-1843,seal good local governance local seal good local governance,Passed
392,17SBN-1842,local population area conversion component city average income least fifty,Pending
393,17SBN-1841,travel tax,Pending
394,17SBN-1840,additional branch regional trial court district paragraph j judiciary reorganization,Passed
395,17SBN-1839,quantitative import rice quantitative export rice corn rice competitiveness enhancement,Pending
396,17SBN-1838,sport academy training center province,Pending
397,17SBN-1837,regulation health hospital licensure,Pending
398,17SBN-1836,emergency medical system establishment supervision regulation emergency medical profession,Pending
399,17SBN-1835,equity expense value,Pending
400,17SBN-1834,police academy police institute public safety college police,Pending
401,17SBN-1833,marine hatchery province,Pending
402,17SBN-1832,marine hatchery province,Pending
403,17SBN-1831,marine hatchery province,Pending
404,17SBN-1830,marine hatchery province,Pending
405,17SBN-1829,protection financial,Pending
406,17SBN-1828,reorganization police,Pending
407,17SBN-1827,address confidentiality violence violation,Pending
408,17SBN-1825,fire,Pending
409,17SBN-1824,sale electricity generation transmission distribution electricity imposition value tax internal revenue,Pending
410,17SBN-1822,mandatory motorcycle safety training,Pending
411,17SBN-1821,creation parking parking construction building,Pending
412,17SBN-1820,nature park barangay city responsible zone,Pending
413,17SBN-1819,social welfare attache migrant overseas,Passed
414,17SBN-1818,safety motor,Pending
415,17SBN-1817,professional development,Pending
416,17SBN-1816,monetary compensation loss destruction residential commercial main affected area greater area city siege,Pending
417,17SBN-1815,annulment marriage religious sect family,Pending
418,17SBN-1814,public safety local level department public safety province city,Pending
419,17SBN-1813,fatty food,Pending
421,17SBN-1811,development committee public development authority,Pending
422,17SBN-1810,ten percent budgetary allocation implementation senior pertinent local,Pending
423,17SBN-1809,autism care plan support autism,Pending
424,17SBN-1808,remove exclude sugar list mandatory food fortification food fortification,Pending
425,17SBN-1807,additional branch regional trial court judicial region province judiciary reorganization,Pending
426,17SBN-1806,poverty promote human capital development,Pending
427,17SBN-1805,strengthening career service congress legislative career service,Pending
428,17SBN-1804,installation solar public school electricity available,Pending
429,17SBN-1803,teaching computer part elementary high school curriculum public private,Pending
430,17SBN-1802,school modernization innovation public elementary,Pending
431,17SBN-1801,imposition interest penalty unpaid hospital medical minimum wage le,Pending
432,17SBN-1800,bed capacity memorial hospital medical center city professional health care increase medical nonmedical personnel,Pending
433,17SBN-1799,free living quarter public school,Pending
434,17SBN-1798,internal revenue automatic suspension excise tax fuel tax reform acceleration inclusion train,Pending
435,17SBN-1797,elimination worst child labor protection working child special protection child abuse exploitation discrimination,Pending
436,17SBN-1796,election recodification committee election,Pending
437,17SBN-1795,sum ten supplemental,Pending
438,17SBN-1794,sum ten supplemental,Pending
439,17SBN-1793,public health,Pending
440,17SBN-1792,private public free charge clean healthy sufficient accessible,Pending
441,17SBN-1791,court system compensation position classification thereby judiciary,Pending
442,17SBN-1790,functional local certain local,Pending
443,17SBN-1789,wealth local development certain book local,Pending
444,17SBN-1788,share local internal revenue,Pending
445,17SBN-1787,creation certain book local,Pending
446,17SBN-1786,certain book local,Pending
447,17SBN-1785,human education system legal assistance migrant migrant overseas,Pending
448,17SBN-1784,system initiative referendum system initiative referendum,Pending
449,17SBN-1783,secretary department agriculture board irrigation administration,Pending
450,17SBN-1782,secretary department agriculture board food authority,Pending
451,17SBN-1781,elderly senior violence abuse training,Pending
452,17SBN-1780,system available health care medical scholarship return service,Pending
453,17SBN-1779,increase board pension war,Pending
454,17SBN-1778,citizenship,Pending
455,17SBN-1777,fair election,Pending
456,17SBN-1776,participation budget process,Pending
457,17SBN-1775,local tax compliance local certain book local,Pending
458,17SBN-1774,cost business local certain book local,Pending
459,17SBN-1773,credit local certain book local,Pending
460,17SBN-1772,tax local certain book local,Pending
461,17SBN-1771,taxing local certain book local,Pending
462,17SBN-1770,public financial management local certain local,Pending
463,17SBN-1769,medical assistance,Pending
464,17SBN-1768,bed capacity governor memorial hospital city province hundred,Passed
465,17SBN-1767,name school oriental oriental polytechnic institute,Pending
466,17SBN-1766,pension senior,Passed
468,17SBN-1764,sovereign wealth management investment proceeds asset,Pending
469,17SBN-1763,open access data transmission additional commission,Pending
470,17SBN-1762,retirement system ombudsman employee,Passed
471,17SBN-1761,budget process greater accountability public financial management fiscal congress power purse system budget transparency participation,Pending
472,17SBN-1760,special nonworking holiday entire country day,Pending
473,17SBN-1759,resiliency small climate change extreme weather regulatory framework free weather crop insurance source,Pending
474,17SBN-1758,livestock industry development protection regulatory promotion dairy native livestock development,Pending
476,17SBN-1756,island council,Pending
477,17SBN-1755,commission public,Pending
478,17SBN-1754,commonwealth public service,Pending
479,17SBN-1753,social security commission viability social security system social security,Passed
480,17SBN-1752,unified system scholarship student loan financial support youth scholarship commission,Pending
481,17SBN-1751,tricycle implementation,Pending
482,17SBN-1750,universal social pension senior senior,Pending
483,17SBN-1749,land transportation rest,Passed
484,17SBN-1748,marine corp,Pending
485,17SBN-1747,authority area area,Pending
486,17SBN-1746,province valley province pertinent,Pending
487,17SBN-1745,civil effect church annulment,Pending
488,17SBN-1744,electronic,Pending
489,17SBN-1743,mandatory health immunization,Pending
490,17SBN-1742,allocation management radio frequency spectrum,Pending
491,17SBN-1741,marine corp,Pending
492,17SBN-1740,young development,Pending
493,17SBN-1739,comprehensive ammunition regulation,Pending
494,17SBN-1738,identification system,Passed
495,17SBN-1737,sanitarium sultan province autonomous region sanitarium general hospital,Pending
496,17SBN-1736,bed capacity general hospital medical center hundred,Pending
497,17SBN-1735,disaster risk reduction management system department disaster resilience emergency management regional field community participation,Pending
498,17SBN-1734,capability expeditious transformation department defense,Pending
499,17SBN-1733,certain radiologic technology,Pending
500,17SBN-1732,inclusive education special education youth special need public,Pending
501,17SBN-1731,marine corp power,Pending
502,17SBN-1730,family,Pending
504,17SBN-1728,amnesty rectification birth administrative adoption,Pending
505,17SBN-1727,ban appointment retired resigned military police secretary department interior local retirement resignation,Pending
506,17SBN-1726,prevention control,Pending
507,17SBN-1725,rectification administrative adoption,Pending
508,17SBN-1724,sustainable alternative transportation mobility air quality increase efficiency congestion contribute positive health society,Pending
509,17SBN-1723,ownership operation private,Pending
510,17SBN-1722,procurement reform,Pending
511,17SBN-1721,aggravating circumstance crime justice sector,Pending
512,17SBN-1720,local barangay barangay health,Pending
513,17SBN-1719,adoption solar technology residential commercial industrial renewable energy,Pending
514,17SBN-1718,management control regulation utilization runoff improvement ecological flooding water supply urban rural necessary institutional,Pending
515,17SBN-1717,basic autonomous region organic autonomous region organic autonomous region,Passed
516,17SBN-1716,sport complex amateur sport training center acquisition property construction administration maintenance management,Passed
517,17SBN-1715,state people terrorism human security,Pending
518,17SBN-1714,health sector universal health care,Pending
519,17SBN-1713,value money procurement procurement reform,Pending
520,17SBN-1712,sport training center province,Passed
521,17SBN-1711,competition,Pending
522,17SBN-1710,enforcement term constitution,Pending
523,17SBN-1709,sight strategy plan,Pending
524,17SBN-1708,profession optometry hereby optometry delivery vision care,Pending
525,17SBN-1707,framework right food,Pending
526,17SBN-1706,vision kindergarten,Pending
527,17SBN-1705,internal revenue,Pending
528,17SBN-1704,geriatric center research institute,Pending
529,17SBN-1703,faith academy educational institution international character certain conducive growth,Pending
530,17SBN-1702,special nonworking holiday city foundation day city,Pending
531,17SBN-1701,tax management transparency coverage view state fiscal management accountability,Pending
532,17SBN-1700,hazard pay public associate prosecution prosecution incumbency,Pending
533,17SBN-1699,human,Pending
534,17SBN-1698,employment citizen reserve force armed,Pending
535,17SBN-1697,special protection armed conflict,Pending
